budget,genres,original_language,original_title,popularity,production_countries,release_date,revenue,runtime,spoken_languages,status,title
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",en,Armored,15.21229,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-12-04,22942221,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Armored
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}]",en,The Man Who Knew Too Little,6.397042,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-11-14,13801755,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Man Who Knew Too Little
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",en,What's Your Number?,19.220789,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-09-30,30426096,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What's Your Number?
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,Lockout,35.232278,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",2012-04-12,32204030,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Lockout
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",en,Crank: High Voltage,35.542809,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-04-16,34560577,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Crank: High Voltage
20000000,"[{""id"": 18, ""name"": ""Drama""}]",en,One Night with the King,3.476925,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-10-13,13391174,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,One Night with the King
30000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",en,The Quiet American,5.133744,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-11-22,27674124,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""vi"", ""name"": ""Ti\u1ebfng Vi\u1ec7t""}]",Released,The Quiet American
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",en,The Weather Man,14.031377,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-10-20,12482775,101.0,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Weather Man
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",en,Undisputed,17.227376,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-08-23,12398628,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Undisputed
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",en,12 Rounds,15.66135,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-03-19,17280326,108.0,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,12 Rounds
20000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",en,Let Me In,19.705311,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-10-01,24145613,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Let Me In
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",en,Triple 9,29.371987,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-02-19,12639297,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Triple 9
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",en,Deconstructing Harry,11.352693,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-08-26,10686841,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Deconstructing Harry
20000000,"[{""id"": 18, ""name"": ""Drama""}]",en,Burnt,30.477114,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-10-02,36606743,100.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Burnt
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",en,Death Sentence,12.643703,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-08-31,16974459,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Death Sentence
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",en,Code Name: The Cleaner,9.36146,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-01-05,10337477,84.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Code Name: The Cleaner
20000000,"[{""id"": 35, ""name"": ""Comedy""}]",en,Connie and Carla,6.102663,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-04-16,11341016,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Connie and Carla
8000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",en,Sweet Charity,0.709143,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1969-01-01,20000000,149.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sweet Charity
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",en,Inherent Vice,45.742217,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-25,11110975,148.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Inherent Vice
20000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}]",en,Battle of the Year,8.237336,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-09-21,16549477,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Battle of the Year
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",en,An American Carol,2.605374,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-10-03,7000000,83.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,An American Carol
12000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",en,Machete Kills,29.072964,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-09-12,15008161,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Machete Kills
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",en,Little Boy,12.232048,"[{""iso_3166_1"": ""MX"", ""name"": ""Mexico""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-04-23,6420319,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Little Boy
15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",en,A Dangerous Method,27.133277,"[{""iso_3166_1"": ""CH"", ""name"": ""Switzerland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2011-09-30,27462041,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Dangerous Method
8700000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",en,A Scanner Darkly,26.093043,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-05-25,7659918,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Scanner Darkly
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",en,Alone in the Dark,9.292987,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-01-28,10442808,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,Alone in the Dark
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}]",en,Bandslam,7.716606,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-08-06,5210988,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Bandslam
20000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",en,A Most Violent Year,37.629309,"[{""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-30,12007070,125.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Most Violent Year
20000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",en,I'm Not There.,13.032308,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-10-01,4001121,135.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,I'm Not There.
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",en,The Cold Light of Day,15.131867,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-04-04,16863583,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,The Cold Light of Day
20000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",en,The Brothers Bloom,10.218307,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-09-09,5530764,114.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,The Brothers Bloom
26500000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}]",ja,もののけ姫,60.732738,"[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",1997-07-12,159375308,134.0,"[{""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,Princess Mononoke
2000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 37, ""name"": ""Western""}]",en,The Proposition,14.617944,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2005-10-06,5048693,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Proposition
20000000,"[{""id"": 35, ""name"": ""Comedy""}]",en,Marci X,5.65327,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-08-22,1675706,84.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Marci X
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",en,Equilibrium,44.566609,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-12-06,5359645,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Equilibrium
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",zh,黃石的孩子,8.978408,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2008-07-03,7400000,125.0,"[{""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Children of Huang Shi
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",en,By the Sea,11.267676,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-11-12,3727746,122.0,"[{""iso_639_1"": ""uk"", ""name"": ""\u0423\u043a\u0440\u0430\u0457\u043d\u0441\u044c\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,By the Sea
20000000,"[{""id"": 12, ""name"": ""Adventure""}]",en,Rapa Nui,3.581906,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-09-09,305070,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Rapa Nui
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",en,Dylan Dog: Dead of Night,10.617236,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-03-16,4634062,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""tr"", ""name"": ""T\u00fcrk\u00e7e""}]",Released,Dylan Dog: Dead of Night
20000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",en,The Tempest,3.620537,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-12-10,346594,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Tempest
27220000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",en,The Frozen Ground,28.060472,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-07-18,5496951,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Frozen Ground
22000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",en,Dances with Wolves,45.707835,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1990-11-09,424208848,181.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Dances with Wolves
20000000,"[{""id"": 35, ""name"": ""Comedy""}]",en,Bad Teacher,28.497242,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-05-16,216197492,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Bad Teacher
19000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",en,Sea of Love,11.47316,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1989-09-15,110879513,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sea of Love
19000000,"[{""id"": 35, ""name"": ""Comedy""}]",en,A Cinderella Story,25.28132,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-07-10,70067909,95.0,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,A Cinderella Story
14000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",en,Scream,45.99611,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-12-20,173046663,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Scream
19000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",en,The Shining,78.699993,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1980-05-22,44017374,144.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Shining
19000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]",en,Back to the Future,76.603233,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1985-07-03,381109762,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Back to the Future
19000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",en,House on Haunted Hill,13.664614,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-10-29,40846082,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,House on Haunted Hill
19000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",en,The Switch,27.494037,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-05-11,49830607,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Switch
18000000,"[{""id"": 35, ""name"": ""Comedy""}]",en,Just Married,18.47518,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-01-09,101564935,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Just Married
19100000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10752, ""name"": ""War""}]",en,The Devil's Double,10.559414,"[{""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""BE"", ""name"": ""Belgium""}]",2011-02-11,5728213,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Devil's Double
20000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",en,The Crazies,28.867568,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-02-26,54956140,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Crazies
15000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",ja,千と千尋の神隠し,118.968562,"[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",2001-07-20,274925095,125.0,"[{""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,Spirited Away
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",en,The Bounty,7.436491,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1984-05-04,8613462,132.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Bounty
19000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}]",en,Sex Drive,17.952817,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-10-16,18755936,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sex Drive
19000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",en,Leap Year,21.959742,"[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-01-08,29922472,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Leap Year
19000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",en,The Fall of the Roman Empire,4.229942,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1964-03-24,4750000,188.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Fall of the Roman Empire
19000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",en,Take Me Home Tonight,11.766564,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2011-03-04,6928068,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Take Me Home Tonight
19000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10402, ""name"": ""Music""}]",en,The Nutcracker,0.068228,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-11-24,2119994,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Nutcracker
19000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",en,The Amityville Horror,30.205943,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-04-15,108047131,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Amityville Horror
19000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",en,Adaptation.,26.441669,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-12-06,32801173,114.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Released,Adaptation.
15000000,"[{""id"": 27, ""name"": ""Horror""}]",en,Land of the Dead,15.262492,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-06-24,46770602,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Land of the Dead
18500000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",en,Fear and Loathing in Las Vegas,44.511363,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-05-22,10680275,118.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Fear and Loathing in Las Vegas
18500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}]",en,The Invention of Lying,16.665841,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-13,31912793,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,The Invention of Lying
18000000,"[{""id"": 35, ""name"": ""Comedy""}]",en,Neighbors,36.471231,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-05-08,268157400,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Neighbors
23000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}]",en,The Mask,85.30318,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-07-29,351583407,101.0,"[{""iso_639_1"": ""sv"", ""name"": ""svenska""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Mask
18000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}]",en,Big,20.716023,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1988-06-03,151668774,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Big
18000000,"[{""id"": 35, ""name"": ""Comedy""}]",en,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,29.487784,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-11-01,261572744,82.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}, {""iso_639_1"": ""kk"", ""name"": ""\u049b\u0430\u0437\u0430\u049b""}]",Released,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
18000000,"[{""id"": 35, ""name"": ""Comedy""}]",en,Legally Blonde,25.43954,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-07-13,141774679,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Legally Blonde
